4331-S;37 
4332-S;37 
4545;7 
4550;40 
4802;32 
2797;1 
2871;1 
8437;9 
8438;6 
8439;8 
6674;52 
6673;16 
2050;10 
2053;2 
2856;6 
4536;17 
9434;2 
6224;24 
6588;10 
0246;1 
9350;31 
4535;19 
4551;30 
5738-S;3 
6444;13 
6445;75 
6449;143 
6453;119 
9632;26 
0451;2 
6502;44 
6513;33 
6920;35 
9366;50 
6208;7 
0338;12 
5724-S;1 
4248-S;25 
4249-S;25 
4250-S;25 
4251-S;61 
6512;45 
6564;86 
9378;14 
4244-S;8 
4245-S;7 
4246-S;8 
4247-S;8 
4276-S;25 
4277-S;25 
4278-S;25 
4279-S;25 
4537;8 
4552;16 
5794-S;1 
1034;1 
5121;3 
4252-S;5 
4253-S;5 
4254-S;5 
4255-S;25 
5727-S;1 
6552;29 
6510;52 
9858-S;2 
2077;1 
5671;1 
8491;10 
0241;5 
2616;7 
2634-S;32 
3859;1 
9106;64 
8117;90 
8431;60 
8160;4 
8162;6 
5604;4 
9507-S;9 
8490;9 
5518;64 
8430;22 
1882;75 
5226;1 
6583;17 
5476;1 
2013;3 
3857;1 
9151;28 
9152;28 
2834;23 
0248;37 
6584;70 
9760;41 
9630;24 
6009;81 
2033;2 
1895;3 
3735;3 
5643;2 
1889;8 
1887;4 
1884;132 
6731;36 
2012;1 
9502-S;8 
6277-S;10 
2079;4 
5647;4 
5647-S;8 
2014;1 
7036;1 
9508-S;10 
2612-S;35 
2613-S;175 
6005;36 
6949;17 
9856;72 
1896;6 
3858;2 
6882;8 
2058;36 
5795-S;33 
6226;45 
9906;17 
2518;2 
9095;37 
6722;1 
3450;13 
3451;15 
3452;25 
3453;15 
8297-S;47 
5173;68 
9374;7 
9772;16 
0302;2 
1892;8 
6725;133 
7146;21 
8492;11 
9825;3 
6803;1 
6649;67 
6802;2 
9916;1 
0313;8 
4803;7 
3804;13 
1886;8 
1891;2 
1897;3 
2030;17 
2060;39 
2063;36 
9633;26 
2611-S;5 
6672;7 
7926;1 
6984;31 
6985;37 
8292-S;33 
8294-S;35 
9148;16 
9153;12 
9154;16 
9155;21 
3244;4 
9857-S;1 
6983;27 
8396;8 
8397;15 
6586;53 
7029;1 
0221;99 
3905;14 
9771;1 
0218;90 
0301;14 
0306;21 
3736;2 
6901;2 
8296-S;45 
9512-S;6 
2148;10 
3454;15 
3455;9 
3456;18 
2910;1 
1881;18 
5648;30 
5648-S;12 
8295-S;1 
6904;26 
6917;60 
6918;18 
9370;4 
9089;77 
9090;83 
9091;58 
9092;19 
1011;9 
7927;3 
9766;3 
0222;37 
7038;50 
0247;27 
9816;21 
6913;12 
6726;24 
9149;11 
4260-S;2 
4261-S;2 
4262-S;2 
4263-S;2 
6021;15 
0223;110 
1855;1 
0219;58 
6054;31 
6935;43 
7928;2 
4011;26 
4804;32 
3705-S;11 
5585;38 
5739-S;3 
1899;2 
1909;12 
6532;17 
6910;2 
6582;8 
3828;2 
9792;18 
1883;12 
2038;6 
2152;2 
0220;131 
5159;27 
6629;95 
7065;9 
6343;2 
1021;21 
6670;51 
6978;24 
5674;1 
5653;18 
6546;38 
2061;39 
6048;119 
8298-S;40 
5675-S;34 
6440;85 
6446;107 
6448;11 
6450;58 
6454;72 
6977;21 
7077;14 
5522;2 
1978;1 
8293-S;32 
9375;6 
9010;2 
8119;2 
3808;1 
3470;5 
8118;253 
8116;213 
4009;10 
0228;4 
7961;1 
9629;20 
6003;15 
6333-S;65 
9063;1 
2062;24 
6671;20 
3443-S;9 
8489;9 
2902;2 
3446;7 
6318-S;74 
9114;8 
9115;80 
9116;22 
9109;51 
9773;5 
6781;106 
0314;11 
5586;26 
2828;37 
6957;42 
6958;8 
9323-S;2 
6321-S;68 
7147;21 
5790-S;1 
2607-S;1 
3806;2 
2153;4 
6022;29 
7057;9 
9774;27 
9775;2 
5792-S;4 
0230;14 
2704;8 
5593;7 
6322-S;85 
6669;19 
2158;1 
9438;6 
9439;8 
9850;31 
0307;15 
2805;4 
5676-S;66 
6319-S;84 
8291-S;9 
3461;2 
2830;12 
9026;39 
9029;33 
9631;13 
2073;1 
2905;180 
5905;4 
9437;1 
1013;46 
5164;3 
5137-S;3 
1025;16 
7149;36 
6006;40 
9123;1 
7947;23 
4805;12 
9112;18 
2059;8 
9747;7 
2904;2 
9819;22 
8190;5 
8191;5 
8580-S;1 
1888;5 
1894;3 
6982;31 
5501;11 
6096;45 
0304;1 
8289-S;1 
8440;10 
6231;1 
5818;2 
5677-S;35 
6334-S;84 
7653;1 
9817;33 
2829;17 
8488;11 
5215;38 
6980;25 
2703;2 
6851;27 
7217;21 
9834;22 
8195;9 
2335;2 
3713;15 
9851;72 
1022;10 
5740-S;2 
6524;75 
8115;191 
2185;1 
6526;17 
6527;20 
6336-S;7 
5681;22 
1979;11 
3122;24 
6263;1 
1202;4 
3841;10 
9353;71 
9358;18 
6267;39 
2335-S;1 
6762;40 
6927;9 
2139;3 
6528;84 
9770;38 
3106;15 
6232;103 
6093-S;5 
6320-S;19 
9812;1 
8145;1 
1908;4 
1906;1 
1907;1 
5413;3 
5413;4 
5413;7 
5413;5 
5413;3 
5413;9 
3132 G;15 
8290-S;3 
2773;2 
5413;1 
6531;37 
7521;50 
5413;1 
3840;10 
5678-S;32 
6002;65 
6234;95 
2774;18 
4010;11 
6144;2 
6907;17 
6909;76 
9093;62 
9371;63 
9372;63 
9373;11 
6145;1 
6001;57 
6262;9 
6975;31 
6981;28 
8187;6 
8188;6 
8189;4 
1903;19 
1904;11 
1905;4 
5736-S;7 
8577;1 
5654;37 
9779;37 
0607;10 
8443;4 
8444;2 
3877;1 
3830;2 
3831;2 
7949;22 
6026;1 
4547;46 
7159;8 
2142;25 
2161;13 
9748;5 
6976;29 
6525;16 
2806;6 
5741-S;3 
9781;42 
9782;47 
6974;29 
9028;12 
1027;2 
6765;58 
6237;13 
6763;88 
6335-S;96 
7194;33 
7195;14 
7196;18 
7948;2 
6028;19 
7203;8 
9003;79 
5673;2 
2015;2 
6151;34 
2497;1 
6908;17 
7158;10 
2243;2 
5906;4 
6252;40 
6792;61 
6979;31 
5788-S;1 
9022;31 
6911;3 
9941;5 
5907;6 
6782;1 
2143;29 
2162;10 
6766;87 
1201;25 
7814;1 
1024;37 
5922;6 
6251;44 
6253;66 
7087;1 
2242;3 
2150;9 
6146;1 
7809;19 
7810;18 
9627;1 
5135-S;30 
5136-S;27 
9837;6 
2608-S;6 
2608;60 
5908;4 
9125;19 
2141;2 
2876;3 
3442-S;24 
7808;1 
9845;16 
9846;15 
9847;27 
6037;13 
3121;102 
2906;15 
9621;18 
2429;2 
8602;2 
8471;7 
1672;2 
5413;9 
5413;4 
5413;16 
7843;21 
7079;15 
2517;3 
6354;15 
9768;10 
9626;11 
6255;33 
0608;3 
6256;33 
9831;11 
8236;18 
0392;6 
5783;8 
0440;11 
9620;13 
5445;5 
6769;3 
2604;11 
2604-S;6 
6206;7 
2766;13 
5134-S;1 
6710;1 
2235;4 
7197;1 
2163;9 
0443;11 
7199;1 
9140;2 
9141;8 
9142;10 
3438;38 
6853;18 
8572;2 
9304-S;60 
6239;8 
7084;13 
0265;2 
9004;86 
1418;172 
6711;18 
6034;83 
2593;4 
6147;1 
2416;3 
9628;4 
5383;1 
5583;50 
1676;1 
7932;33 
9121;28 
1335;1 
9765;4 
7218;19 
6149;45 
2555;5 
2144;24 
9749;1 
2472;4 
2295;4 
5655;7 
5787-S;1 
1653;1 
9094;72 
2160;4 
2151;2 
0436;4 
0696;8 
2601;27 
8479;3 
9122;28 
0750;1 
8135;2 
8136;6 
8137;10 
8138;10 
0472;9 
5448;17 
2609;16 
2430;2 
2434;1 
7085;1 
5866-S;3 
0449;5 
2331;2 
2483;26 
5630;1 
6230;15 
0576;9 
1437;2 
2653;4 
8470;8 
9625;12 
1336;5 
0271;4 
5845;4 
0396;2 
7604;1 
8237;17 
0506;16 
3801-S;22 
9833;48 
8480;3 
2518-S;13 
2503-S;1 
6685;1 
6153;38 
5378;11 
8184;9 
8185;9 
8186;9 
0565;21 
2503;3 
2514-S;3 
1371;10 
2229;2 
5844;4 
1366;1 
0393;3 
0585;6 
0534;3 
8472;19 
1571;1 
5658;3 
5698;1 
7052;28 
2767;7 
0470;20 
0441;5 
2654;4 
3117;8 
3473;1 
2157;1 
2549;3 
2417;4 
2418;6 
2419;2 
1582;1 
2520-S;3 
3113;6 
0697;7 
2594;4 
9783;3 
3198;19 
3199;6 
8407;54 
2548;1 
Удал;1 
0444;13 
6854;11 
0778;5 
0540;1 
0394;3 
3816;2 
5872-S;3 
0420;1 
5875-S;3 
6486;30 
0507;12 
5927;10 
5179;1 
2016;4 
2296;4 
2307;9 
2307-S;3 
7124;5 
2556;4 
6337-S;4 
8409;15 
2364;12 
6739;38 
6739-S;24 
9796;2 
9797;4 
9902;18 
5874-S;1 
2655;4 
5876-S;4 
0437;3 
3706;12 
0559;22 
6464;7 
8432;16 
2510-S;6 
8408;90 
2595;4 
5873-S;1 
1383;2 
6091-S;1 
0395;3 
7844;2 
8434;4 
8436;5 
5928;11 
5774-S;6 
5447;44 
2768;28 
2354;53 
9901;4 
0450;3 
0486;5 
0487;2 
2384;4 
2484;29 
8234;5 
6728;2 
6729;64 
6730;42 
2308;5 
5386;3 
5387;5 
1438;1 
2557;2 
2475;11 
7047;9 
7048;24 
7049;34 
7050;50 
0515-S;4 
5388;1 
5771-S;3 
9830;5 
2596;9 
1559;71 
5584;81 
8208;11 
0577;2 
2516-S;3 
2528-S;3 
6719;11 
0508;1 
0584;3 
0402;1 
9832;3 
0492;1 
2519-S;9 
5652;3 
3120;36 
1679;1 
3802-S;11 
5026;8 
2297;4 
5767-S;3 
2290;5 
0465;1 
2504;4 
6471;5 
6331;14 
2145;16 
2164;2 
2551;2 
0566;14 
2522-S;3 
2478;11 
0535;2 
9230;14 
0698;4 
2365;2 
8435;2 
5327;1 
8493;12 
6714;89 
8235;1 
1769;2 
1790-S;3 
1791;17 
1793;18 
9226;14 
6338-S;2 
1177;1 
2314;2 
0692;1 
1292;4 
7053;9 
1766;2 
2360;1 
2004;5 
0459;7 
3815;1 
0438;3 
0442;2 
2558;1 
0482;1 
0587;1 
2316-S;4 
2315-S;1 
7054;1 
0439;4 
3879;1 
9414;4 
1372;2 
2511-S;4 
2606-S;3 
2606;371 
0560;18 
5607;2 
9413;5 
1271;2 
1752;2 
0779;10 
5030;1 
0454;5 
0455;5 
1792;4 
1248;8 
0705;2 
2523-S;4 
9636;6 
7116;4 
2505;2 
8573;55 
2298;4 
1592;14 
2233-S;18 
0453;1 
2355;40 
2353;16 
5573-S;1 
3710;6 
2319-S;1 
2567;2 
2561;1 
2428;2 
1705;7 
0516-S;3 
0397;4 
0463;2 
0524;2 
1546;10 
0699;8 
0588;2 
8433;4 
8262;50 
9228;7 
0567;13 
2291;5 
2427;1 
8441;18 
9345-S;31 
0700;9 
1152;76 
5158;37 
0541;1 
0780;10 
0613;3 
1591;11 
2598;4 
6715;61 
2385;3 
2399;1 
2656;4 
2299;8 
8421;16 
2485;25 
0403;1 
1821;16 
2411;3 
1183;2 
2377;46 
2366;3 
2476;11 
5608;1 
0457;14 
0458;12 
2473;8 
6342-S;3 
2469;16 
0456;1 
9793;1 
1306;2 
9794;1 
0481;3 
2538;4 
1272;1 
2442-S;28 
0512;4 
2369;30 
6720;115 
6261;2 
2539;1 
0401;3 
1794;8 
1796;12 
8568;1 
8448;6 
1820;3 
2367;4 
2368;28 
0558;10 
0407;2 
0517-S;4 
0579;1 
0693;8 
5481;1 
9231;6 
0781;5 
1661;1 
Удал;1 
0568;7 
5921;6 
6341-S;4 
2420;32 
2421;22 
2422;24 
6757;3 
1151;26 
9622;4 
1592-S;3 
2361;8 
0398;2 
2506;1 
1400-S;2 
7117;1 
6996;1 
0484;2 
0460;6 
0561;21 
2352-S;43 
6996;1 
2446-S;10 
1581;104 
2445-S;1 
9201;7 
2685 G;11 
2563;2 
2569;2 
2389;5 
6340-S;1 
1252;5 
2599;4 
1378;1 
1822;1 
2301;3 
8263;51 
1251;1 
2348-S;24 
8420;15 
2334;1 
1746;3 
1573-S;1 
2356;17 
1590-S;1 
2278;1 
1293;1 
1273;1 
1580;2 
8570;1 
1232;3 
8569;2 
0415;2 
1196;1 
1373;2 
1767;8 
0461;2 
2344-S;10 
2513-S;5 
6716;63 
2306;4 
1429;32 
2400;4 
2657;4 
2449-S;2 
0570;6 
1474;2 
1846;9 
0783;3 
2244-S;12 
0509;5 
5761-S;4 
2477;3 
8548;3 
2470;9 
0694;6 
0562;8 
1634;4 
2386;9 
5764-S;1 
2357;36 
6860;3 
2488;2 
0550;4 
1463;104 
6850;2 
5762-S;3 
8579;2 
3449;4 
1396-S;19 
0784;6 
1249;3 
1845;1 
5033;2 
5868-S;4 
8576;4 
1747;2 
1747-S;18 
1361;2 
1720;28 
2349-S;10 
1826;18 
2553;8 
1725;20 
1554;9 
9923;11 
6150;30 
1408;2 
1464;26 
1253;7 
1946;47 
1841;2 
1797;17 
1798;16 
1799;12 
2310;1 
8604;1 
8605;1 
2003;1 
1567;1 
0787;1 
1132;12 
1715;20 
2240;1 
2375;1 
1130;4 
2294;1 
5763-S;3 
5320;1 
1341;4 
1639;4 
1764;2 
5760-S;1 
2575;2 
8416;20 
2658;4 
1478;5 
9210;5 
0555;2 
2571;1 
0510;2 
7119;1 
1987;8 
0603;1 
1467;38 
1379;1 
0543;1 
1233;2 
1440;42 
2390;1 
1311;8 
1768;2 
1842;1 
0399;2 
5317;8 
2358;1 
2404;4 
2600;6 
8603;11 
1167;11 
1168;2 
6204;4 
6204-S;11 
1294;1 
6200;23 
6660-S;8 
1950;15 
9516;4 
0519;1 
1122;140 
6266;9 
1475;1 
1475;2 
2464;4 
0563;4 
0695;7 
5405;4 
8469;2 
1986;18 
1309;1 
0611;1 
2293;9 
2341-S;1 
1555;51 
9346-S;12 
0527;2 
1448;1 
0572;8 
1254;1 
1479;2 
0785;1 
8415;20 
1824;1 
0462;2 
2206;1 
1710;29 
1557;2 
1278;112 
1275;1 
1312;2 
0601;2 
8464;2 
0495;1 
0497;3 
1630;1 
2413;7 
1209;7 
9423;2 
9424;2 
1397-S;6 
1470;84 
1470;1 
2462;49 
5318;10 
2346-S;7 
1843;30 
7120;4 
2574;2 
2578;1 
0511;8 
8606;1 
1558-S;3 
1556-S;38 
1186-S;1 
0574;3 
1825;4 
1593-S;1 
2554;4 
1449;1 
8422;15 
1264;2 
1558;36 
1556;2 
1375;1 
2359;2 
1593;7 
0554;1 
1749;4 
5321;1 
2405;1 
3818;4 
3819;2 
0604;5 
2351-S;3 
2382;5 
1258;28 
1620;2 
9212;24 
0573;7 
5869-S;1 
0498;3 
5037-S;1 
2463;9 
1594-S;2 
1363;1 
1760-S;5 
1730;4 
1844;1 
8417;20 
1631;1 
2347-S;3 
1354;1 
1640;2 
1594;53 
1342;1 
1628;4 
2313;2 
1814;1 
1828;1 
1166;125 
5041-S;35 
6691;3 
1331;2 
3821;3 
8419;18 
1346;15 
1279;32 
1626;7 
6837-S;2 
0602;4 
1219;8 
1638;1 
6986;10 
1621;4 
2466;12 
1329;31 
1219-S;21 
1267;2 
2011;1 
1811-S;2 
0786;1 
1810-S;6 
1323;2 
5775-S;1 
2383;4 
5034-S;2 
1949;24 
1629;2 
1295;1 
8553;2 
0499;3 
1960;4 
1480;15 
6076;40 
5870-S;3 
2913;1 
1259;47 
8414;20 
2257;2 
2480;4 
5703;1 
5040-S;3 
1237;2 
1269;28 
1268;83 
1288;4 
5403;3 
8418;15 
1239;3 
6183;1 
1345;2 
6079;65 
1299;4 
1296;1 
8413;15 
2214;4 
2481;6 
1618;3 
1551;3 
0620;3 
2207;2 
1607;1 
1289;3 
1632;4 
0469;4 
1256;1 
1605;3 
1257;1 
1610;1 
1616;2 
0609;62 
1633;2 
1612;1 
0619;2 
1813;2 
1503;7 
1812;1 
1548;13 
2342-S;2 
1539;3 
1537;18 
GIPF;2 
1808;1 
1804;1 
1804-S;1 
1533;5 
1538;2 
1809-S;2 
